name,elevation_ft,iso_country,iso_region,continent
Knolle Ranch Airport,280.0,US,US-TX,
Peterson Airport,45.0,US,US-TX,
Sheldon Chalet Heliport,5742.0,US,US-AK,
West Beaver Airport,228.0,US,US-AK,
Greene County Hospital & Nursing Home Heliport,218.0,US,US-AL,
Magnolia Hospital Heliport,310.0,US,US-AR,
Stronghold Airport,4970.0,US,US-AZ,
Mee Memorial Hospital Heliport,320.0,US,US-CA,
Alta Sierra Airport,2275.0,US,US-CA,
Tulare Motor Sports #2 Heliport,272.0,US,US-CA,
Cottonwood Field,4180.0,US,US-CO,
Placid Lakes Airport,130.0,US,US-FL,
Cheryl-Lane Landings Airport,71.0,US,US-FL,
Sunnybreeze Airport,60.0,US,US-FL,
Sunbelt Strip,230.0,US,US-GA,
International Falls Seaplane Base,1110.0,US,US-MN,
Skydive Iowa Airport,820.0,US,US-IA,
Taylor Ranch Landing Area Airport,3835.0,US,US-ID,
Gibbons Field,880.0,US,US-IN,
Silver Cross Hospital Heliport,610.0,US,US-IL,
Gordon Airport,850.0,US,US-IN,
Swedish American Heliport,874.0,US,US-IL,
Coffman Airport,970.0,US,US-KS,
Baptist Hospital East Heliport,531.0,US,US-KY,
Era Helicopters Fourchon Helibase Heliport,2.0,US,US-LA,
Pine Hill Airport,1000.0,US,US-IL,
West Feliciana Sheriff's Office Heliport,181.0,US,US-LA,
Kallander Field,403.0,US,US-MA,
Perrotti Skyranch Airfield,260.0,US,US-ME,
Michigan National Guard Headquarters Heliport,842.0,US,US-MI,
W Johnson Field,1060.0,US,US-MN,
Hogue Farm Airport,1210.0,US,US-MO,
Airhaven Airport,450.0,US,US-NY,
William Irving Lewis Airport,310.0,US,US-NC,
Summer Hill Farm Airport,1250.0,US,US-NE,
Stonebridge Farm Helistop,100.0,US,US-NJ,
Dakota Air Ranch Airport,561.0,US,US-NC,
Spring Lake Fire Department Heliport,254.0,US,US-NY,
Ragtime Aerodrome,700.0,US,US-OK,
Mid-Columbia Medical Center Heliport,487.0,US,US-OR,
Eagle Field,1780.0,US,US-PA,
Hundley Residence Heliport,480.0,US,US-PA,
Sullivan Lake State Airport,2614.0,US,US-WA,
Lazy G Bar Ranch Airport,923.0,US,US-TX,
Running M Ranch Airport,787.0,US,US-TX,
Univ of Tennessee Medical Center Heliport,924.0,US,US-TN,
Pitcock Rosillos Mountain Ranch Airport,3100.0,US,US-TX,
Smokey Mountain Ranch Airport,2522.0,US,US-TX,
Alum Ridge STOLport,2375.0,US,US-VA,
Augusta Medical Center Heliport,1390.0,US,US-VA,
South Capitol Street Heliport,10.0,US,US-DC,
Holy Family Hospital Heliport,2081.0,US,US-WA,
Parkway Farm Strip,705.0,US,US-WI,
Baptist Medical Center Heliport,710.0,US,US-TX,
Wipline Seaplane Base,687.0,US,US-MN,
Big Salmon Heliport,292.0,US,US-AK,
Kalifornsky Meadows Airport,65.0,US,US-AK,
Pilot Station Airport,305.0,US,US-AK,
Scotts Airport,800.0,US,US-AK,
Anderson Lake Airport,463.0,US,US-AK,
Yentna Bend Strip,81.0,US,US-AK,
Parker Lake Airport,250.0,US,US-AK,
Young Creek Airport,1580.0,US,US-AK,
Victory Airport,1800.0,US,US-AK,
Bradley Lake Hydroelectric Project Airstrip,18.0,US,US-AK,
Pollux Heliport,515.0,US,US-AK,
Falcon Lake Strip,110.0,US,US-AK,
Huntsville Field,619.0,US,US-AL,
Resort Airport,97.0,US,US-AL,
Clay County Hospital Heliport,1040.0,US,US-AL,
Hospital Pad Heliport,295.0,US,US-AL,
Dekalb Regional Medical Center Heliport,870.0,US,US-AL,
Flomaton Airport,247.0,US,US-AL,
D.W. Mcmillian Memorial Hospital Heliport,155.0,US,US-AL,
Gadsden Regl Medical Center Heliport,621.0,US,US-AL,
Brookwood Medical Center Heliport,763.0,US,US-AL,
Wilson Creek Airport,590.0,US,US-AL,
Northwest Medical Center Springdale Heliport,1352.0,US,US-AR,
Hooterville South Airport,370.0,US,US-AR,
Mission Field-Marotti Memorial Airport,217.0,US,US-AR,
Taylor's Air Strip,2160.0,US,US-AR,
Ozarks Community Hospital Heliport,1251.0,US,US-AR,
Rgnl Medical Center Heliport,382.0,US,US-AR,
Ami National Park Medical Center Heliport,547.0,US,US-AR,
Yancopin Airport,150.0,US,US-AR,
Howard Memorial Hospital Heliport,437.0,US,US-AR,
Eureka Springs Hospital Heliport,1540.0,US,US-AR,
Arizona Heart Hospital Heliport,1161.0,US,US-AZ,
Taylor Field,2130.0,US,US-AZ,
Western Sky Airport,1930.0,US,US-AZ,
Flying Bucket Ranch Airport,1505.0,US,US-AZ,
Castle Well Airport,2080.0,US,US-AZ,
St Joseph's Hospital Heliport,1213.0,US,US-AZ,
Sunstate Heliport,1180.0,US,US-AZ,
Brewer Airport,124.0,US,US-ME,
Warren-Sugarbush Airport,1470.0,US,US-VT,
Triple R Airport,1000.0,US,US-MO,
Hinckley Airport,760.0,US,US-IL,
Canadian Lakes Airport,960.0,US,US-MI,
Grandpas' Farm Mendota Airport,727.0,US,US-IL,
Cushing Field Ltd Airport,640.0,US,US-IL,
Coach & Paddock Heliport,320.0,US,US-NJ,
Drew Medical Center Heliport,180.0,US,US-CA,
Northside Airpark,190.0,US,US-CA,
VA Greater Los Angeles Health Care Center Heliport,294.0,US,US-CA,
Crawford Airport,570.0,US,US-CA,
Shepherd Farm Airport,660.0,US,US-CA,
Hoffman Private Airport,3100.0,US,US-CA,
Emory Ranch Airport,480.0,US,US-CA,
Boeing Seal Beach (Rooftop) Heliport,158.0,US,US-CA,
Ward Ranch Airport,2500.0,US,US-CA,
Blech Ranch Airport,1140.0,US,US-CA,
Delta County Memorial Hospital Heliport,5000.0,US,US-CO,
Colorado Plains Medical Center Heliport,4356.0,US,US-CO,
Foxx Valley Airport,5800.0,US,US-CO,
Branch's Heliport,4635.0,US,US-CO,
Kauffman Heliport,5120.0,US,US-CO,
Piñon Canyon Airport,5686.0,US,US-CO,
Exempla Good Samaritan Heliport,5204.0,US,US-CO,
Fox Hole Airport,5135.0,US,US-CO,
Prowers Medical Center Heliport,3575.0,US,US-CO,
Swedish S.W. Medical Heliport,5563.0,US,US-CO,
Yosemite Hidden Lake Ranch Airport,500.0,US,US-CA,
Krey Field Airport,3042.0,US,US-CA,
Parking Lot Heliport,,US,US-CA,
John Nichols Field Airport,490.0,US,US-CA,
Glen Fed Heliport,770.0,US,US-CA,
The Atrium Heliport,46.0,US,US-CA,
Bohunk's Airpark,2410.0,US,US-CA,
Good Samaritan Hospital Heliport,473.0,US,US-CA,
Tera Ultralightport,2510.0,US,US-CA,
Sce San Jacinto Valley Service Center Heliport,1482.0,US,US-CA,
Fiorini Ranch Airport,140.0,US,US-CA,
Sutter Butte Dusters Airport,67.0,US,US-CA,
Longmont United Hospital Heliport,5047.0,US,US-CO,
Dave's Airport,5170.0,US,US-CO,
Crested Butte Airpark,8980.0,US,US-CO,
Greggs Nr 1 Airport,5373.0,US,US-CO,
Geo-Seis Helicopters Heliport,4935.0,US,US-CO,
Chenoweth Airport,4697.0,US,US-CO,
Flying M & M Ranch Airport,8000.0,US,US-CO,
Century Helicopters Heliport,4935.0,US,US-CO,
Cartwheel Airport,5010.0,US,US-CO,
Van Treese Airport,7613.0,US,US-CO,
Sharon Hospital Heliport,640.0,US,US-CT,
Bristol-Myers Squibb Company Heliport,350.0,US,US-CT,
Windham Hospital Heliport,330.0,US,US-CT,
N B G H Heliport,431.0,US,US-CT,
Burke Heliport,400.0,US,US-CT,
St Francis Hospital Heliport,184.0,US,US-CT,
Middletown Heliport,113.0,US,US-CT,
Bridgeport Hospital Heliport,80.0,US,US-CT,
Danbury Hospital Heliport,510.0,US,US-CT,
Hartford Hospital Heliport,211.0,US,US-CT,
Wilber Municipal Airport,1400.0,US,US-NE,
Ada Airport,949.0,US,US-OH,
Air Park North,1170.0,US,US-MI,
Corydon Airport,1020.0,US,US-IA,
Doral Resort & Country Club Heliport,6.0,US,US-FL,
Ott's Landing Airport,65.0,US,US-FL,
Doctors Memorial Hospital #2 Heliport,57.0,US,US-FL,
Brighton Helipad,24.0,US,US-FL,
Briley Farm Seaplane Base,66.0,US,US-FL,
Immokalee Helipad,72.0,US,US-FL,
The 2A Ranch Airport,40.0,US,US-FL,
Panhandle Helicopter LLC Heliport,20.0,US,US-FL,
Dolphin Stadium Heliport,8.0,US,US-FL,
Dugger Field,70.0,US,US-FL,
Cloverleaf Farms II Inc Heliport,100.0,US,US-FL,
Breezy Knoll Airport,235.0,US,US-FL,
Fulton Seaplane Base,,US,US-FL,
Joy Farms Airport,290.0,US,US-FL,
Harper's Fly-In Ranch Airport,30.0,US,US-FL,
Thompson Airfield,110.0,US,US-FL,
Alligator Drink Seaplane Base,19.0,US,US-FL,
Old Town Ems Heliport,25.0,US,US-FL,
Jackson Heliport,110.0,US,US-FL,
Lake Conway South Seaplane Base,80.0,US,US-FL,
Stanchester Airport,96.0,US,US-FL,
Wcpx Tv-6 Heliport,114.0,US,US-FL,
Gary Gale Seaplane Base,,US,US-FL,
Mc Daniel Ranch Inc. Airport,18.0,US,US-FL,
North Buffalo Suburban Airport,588.0,US,US-NY,
Grand Marais/Cook County Seaplane Base,1635.0,US,US-MN,
Halls Flying Ranch Airport,800.0,US,US-GA,
Mustang Field,693.0,US,US-GA,
"Airnautique, Inc. Airport",720.0,US,US-GA,
Ayresouth Airport,1287.0,US,US-GA,
Paradise Falls Airport,736.0,US,US-GA,
Big Canoe Heliport,1475.0,US,US-GA,
Sunset Strip,780.0,US,US-GA,
Hickory Level Airfield,1080.0,US,US-GA,
Paso Fino Farm Airport,200.0,US,US-GA,
Roberta Industrial Park Airport,505.0,US,US-GA,
Pinewood Airport,1085.0,US,US-GA,
Crystal Lake Airpark,327.0,US,US-GA,
Lookout Mountain Airport,563.0,US,US-GA,
Pecan Patch Airstrip,860.0,US,US-GA,
Mountain Airpark,1438.0,US,US-GA,
Carpenter Airport,450.0,US,US-GA,
Pegasus Ranch Airport,230.0,US,US-GA,
Kahoka Municipal Airport,700.0,US,US-MO,
Brazil Clay County Airport,645.0,US,US-IN,
Barbee Lake Seaplane Base,838.0,US,US-IN,
Knoxville Area Community Hospital Heliport,927.0,US,US-IA,
St Anthony Regional Hospital Heliport,1300.0,US,US-IA,
Audubon County Memorial Hospital Heliport,1320.0,US,US-IA,
Hawkeye Airport,883.0,US,US-IA,
Sharar Field,700.0,US,US-IA,
Moore Private Airport,1060.0,US,US-IA,
Rinehart Airport,920.0,US,US-IA,
Cromwell Heliport,1300.0,US,US-IA,
Hannen Airport,925.0,US,US-IA,
Army Reserve Heliport,725.0,US,US-IA,
South Fork Ranch Airport,4861.0,US,US-ID,
Ziggy's Airport,3225.0,US,US-ID,
Flying Joseph Ranch Airport,5600.0,US,US-ID,
Coyote Run Airport,3150.0,US,US-ID,
Black Butte Ranch Airport,4020.0,US,US-ID,
Ez Lope Ranch Airport,3130.0,US,US-ID,
Steele Memorial Heliport,4004.0,US,US-ID,
Z X Ranch Airport,3820.0,US,US-ID,
Pinnacle Airport,3800.0,US,US-ID,
Corral Creek Airport,2895.0,US,US-ID,
Chuck's Airport,955.0,US,US-IN,
Unsicker Airport,816.0,US,US-IN,
Creighton Airport,820.0,US,US-IN,
Miller Strip,810.0,US,US-IN,
Marshall Field,705.0,US,US-IN,
Kropf Airport,810.0,US,US-IN,
Frost Field,900.0,US,US-IN,
Sutton's Field,740.0,US,US-IN,
Winters Airport,755.0,US,US-IN,
Hamilton Memorial Hospital Heliport,440.0,US,US-IL,
Loyola University Medical Center Heliport,623.0,US,US-IL,
Griffin Airport,541.0,US,US-IL,
Flying B Ranch Airport,696.0,US,US-IL,
Advocate Good Samaritan Hospital Heliport,772.0,US,US-IL,
OSF St Luke Medical Center Heliport,849.0,US,US-IL,
Northwestern Memorial Healthcare Heliport,852.0,US,US-IL,
Davis Restricted Landing Area,682.0,US,US-IL,
Walter Airport,890.0,US,US-IL,
Jack W Watson Airport,880.0,US,US-IL,
Snider Field,400.0,US,US-IN,
The Lazy K Airport,835.0,US,US-IN,
Graves Landing Strip,704.0,US,US-IN,
Air Park Field,750.0,US,US-IN,
Byrne Field,800.0,US,US-IN,
Roto-Whirl/Holiday Heliport,875.0,US,US-IN,
Roto-Whirl/Vantage Heliport,726.0,US,US-IN,
Parrish Airport,390.0,US,US-IN,
Trinity Medical Center West Heliport,664.0,US,US-IL,
Evanston/Glenbrook Heliport,678.0,US,US-IL,
Cady Aerial Restricted Landing Area,630.0,US,US-IL,
Dawson Farms Airport,670.0,US,US-IL,
Dongola Heliport,383.0,US,US-IL,
Blessing Hospital At 11th St Heliport,650.0,US,US-IL,
Bernardin Heliport,830.0,US,US-IL,
Abbeville Municipal Airport,468.0,US,US-AL,
Flying Ten Airport,85.0,US,US-FL,
Fleming County Hospital Heliport,943.0,US,US-KY,
Dobie's Airport,610.0,US,US-OK,
J V Ranch Airport,1180.0,US,US-KS,
Kellie Mann Airfield,1045.0,US,US-KS,
Camp Chippewa Airport,1120.0,US,US-KS,
Norris Airport,1065.0,US,US-KS,
Oasis Aerodrome,1914.0,US,US-KS,
Kendrigan Airport,1240.0,US,US-KS,
Mono Aircraft Airport,1450.0,US,US-KS,
Pearce Field,950.0,US,US-KS,
Lmn 120 Airport,1330.0,US,US-KS,
Owen Air Park,890.0,US,US-KY,
Arnemann Farms Airport,504.0,US,US-KY,
Mgt Station 2105 Heliport,540.0,US,US-KY,
Tennessee Gas Heliport,604.0,US,US-KY,
Cambron Field,427.0,US,US-KY,
Boyce Wafer Farm Airport,600.0,US,US-KY,
Tennessee Gas Heliport,560.0,US,US-KY,
Clinton-Hickman County Airport,360.0,US,US-KY,
Sky Airport,850.0,US,US-KY,
Pine Mountain Aero Heliport,1300.0,US,US-KY,
Lida Junction Airport,4684.0,US,US-NV,
Goldfield Airport,5680.0,US,US-NV,
Winn Parish Medical Center Heliport,140.0,US,US-LA,
West Hackberry Heliport,10.0,US,US-LA,
Double H Ranch Airport,15.0,US,US-LA,
Don Babin-Private Airport,17.0,US,US-LA,
Belcher Airpatch Airport,280.0,US,US-LA,
North Caddo Medical Center Heliport,200.0,US,US-LA,
Conoco Inc Heliport,3.0,US,US-LA,
Freeport Sulphur Heliport,3.0,US,US-LA,
Exxon Heliport,6.0,US,US-LA,
Jackson Parish Hospital Heliport,183.0,US,US-LA,
Rebel Field,74.0,US,US-LA,
Kaufield Airport,783.0,US,US-IL,
Jerseyville Aviation Inc Airport,604.0,US,US-IL,
Murk's Strip,700.0,US,US-IL,
Koenig Airport,614.0,US,US-IL,
Flaherty Field,664.0,US,US-IL,
Busboom RLA Restricted Landing Area,675.0,US,US-IL,
Gord Airport,710.0,US,US-IL,
Northwestern Medicine Valley West Hospital Heliport,670.0,US,US-IL,
Savanna Army Depot Helipad,650.0,US,US-IL,
Theriot Field,13.0,US,US-LA,
Evergreen Fourchon Heliport,6.0,US,US-LA,
Evergreen Venice Heliport,,US,US-LA,
Buller's Airstrip,47.0,US,US-LA,
Trahan Ultralightport,40.0,US,US-LA,
Dufour Airport,42.0,US,US-LA,
Morgan Field,36.0,US,US-LA,
Lonesome Dove Airfield,34.0,US,US-LA,
Huenefeld Airport,72.0,US,US-LA,
Massachusetts General Hospital Heliport,214.0,US,US-MA,
Healthalliance Hospital-Leominster Heliport,450.0,US,US-MA,
Reh Heliport,100.0,US,US-MA,
Boston Medical Center Hospital Heliport,19.0,US,US-MA,
Brockton Usar Center Heliport,85.0,US,US-MA,
Wbz Heliport,9.0,US,US-MA,
Textron/Everett Heliport,40.0,US,US-MA,
Lleia Kyle O'Meara Heliport,1230.0,US,US-MA,
Baltimore Washington Medical Center Heliport,77.0,US,US-MD,
Taylor Field,75.0,US,US-MD,
Squier Landing Airport,16.0,US,US-MD,
Johns Hopkins Hospital Heliport,260.0,US,US-MD,
Pond View Private Airport,47.0,US,US-MD,
UM Laurel Medical Center Heliport,285.0,US,US-MD,
Walters Airport,750.0,US,US-MD,
The Aspen Institute Heliport,20.0,US,US-MD,
Security Ford Heliport,30.0,US,US-MD,
Calvert Memorial Hospital Heliport,143.0,US,US-MD,
Peasley Field,271.0,US,US-ME,
Sebago Lake Basin Seaplane Base,266.0,US,US-ME,
Sumner Heliport,657.0,US,US-MI,
Sugar Springs Airpark,940.0,US,US-MI,
Stier Airstrip,850.0,US,US-MI,
Kelleys Airport,1000.0,US,US-MI,
Lesterson-Dempsey Airstrip,1120.0,US,US-MI,
Young's Airport,800.0,US,US-MI,
Four Star Heliport,603.0,US,US-MI,
Twin Lakes Airport,1275.0,US,US-MI,
Henry Ford Hospital Heliport,633.0,US,US-MI,
Winner's Landing Seaplane Base,690.0,US,US-MN,
Brinkman Airport,1020.0,US,US-MN,
Grindstone Lake Seaplane Base,1025.0,US,US-MN,
Lower Hay Lake Seaplane Base,1230.0,US,US-MN,
Paul's Seaplane Base,1200.0,US,US-MN,
Pankratz Airport,1033.0,US,US-MN,
Matson Field,1365.0,US,US-MN,
Ely Bloomenson Community Hospital Heliport,1450.0,US,US-MN,
Keller Airport,990.0,US,US-MN,
Triple H Heliport,980.0,US,US-MN,
Ferros Ranch-Aero Airport,775.0,US,US-MO,
Flying G Airport,920.0,US,US-MO,
Short-N-Ruff Airport,950.0,US,US-MO,
Arvin Ranch Airport,1000.0,US,US-MO,
Bert Walter Berkowitz Heliport,890.0,US,US-MO,
Joe D Lewis Airport,780.0,US,US-MO,
Hall Airport,850.0,US,US-MO,
St Joseph Hospital West Heliport,531.0,US,US-MO,
Sloan's Airport,437.0,US,US-MO,
Emerson Heliport,575.0,US,US-MO,
Topton Air Estates Airport,453.0,US,US-MS,
Franklin Field,200.0,US,US-MS,
Morgan Field,300.0,US,US-MS,
Baptist Memorial Hospital-North Ms Heliport,430.0,US,US-MS,
Sheriff's Courthouse Heliport,50.0,US,US-MS,
Lewis Air Service Airport,120.0,US,US-MS,
Levert Heliport,25.0,US,US-MS,
Hale Field,346.0,US,US-MS,
Catfish Point Airport,154.0,US,US-MS,
Shenandoah Valley Farms Airport,300.0,US,US-MS,
Williams Field,4070.0,US,US-MT,
Big Sandy Medical Center Heliport,2750.0,US,US-MT,
Stock Farm Heliport,3920.0,US,US-MT,
Kimp Airport,3510.0,US,US-MT,
Cottonwood Airport,3350.0,US,US-MT,
Hanson Airport,3900.0,US,US-MT,
Pinehurst Ranch Airport,2460.0,US,US-MT,
Glacier Heli Tours Heliport,3300.0,US,US-MT,
Lone Hawk Airport,3284.0,US,US-MT,
Eagle Field,784.0,US,US-MO,
Sunderland Airport,1027.0,US,US-MO,
Christian Hospital Northeast Heliport,520.0,US,US-MO,
Hannibal Regional Hospital Heliport,744.0,US,US-MO,
Slaughter Airport,800.0,US,US-MO,
Holden Heliport,865.0,US,US-MO,
Bradbury-Rolf Memorial Heliport,815.0,US,US-MO,
Lambs Field,1070.0,US,US-MO,
Prince STOLport,582.0,US,US-MO,
RPM Airport,1282.0,US,US-MO,
Kenyon Heliport,1500.0,US,US-MN,
Bozeman Deaconess Hospital Heliport,4925.0,US,US-MT,
Roosterville Airport,1004.0,US,US-MO,
Chandelle Airport,22.0,US,US-DE,
Deldot Helistop,30.0,US,US-DE,
Albanna Aviation Airport,50.0,US,US-DE,
Goerger Airport,1045.0,US,US-ND,
Sorlie Airport,1580.0,US,US-ND,
Boyd's Turf Airport,2750.0,US,US-ND,
Wayne Memorial Hospital Inc. Heliport,106.0,US,US-NC,
Bearwallow Farm Airport,3608.0,US,US-NC,
Moore Regional Hospital Heliport,460.0,US,US-NC,
Washington County Hospital Heliport,19.0,US,US-NC,
Wake Medical Center Heliport,245.0,US,US-NC,
Nash General Hospital Heliport,156.0,US,US-NC,
Our Community Hospital Heliport,113.0,US,US-NC,
Lindsay Airport,700.0,US,US-NC,
Flying S Ranch Airport,830.0,US,US-NC,
Maria Parham Health DLP Affiliate Heliport,465.0,US,US-NC,
Gilbertson Field,1550.0,US,US-ND,
Schumacher Strip,2020.0,US,US-ND,
Saville Private Airport,1961.0,US,US-ND,
Merrihew Airport,3815.0,US,US-NE,
Runner Landing Area Airport,3760.0,US,US-NE,
Merry Airport,3791.0,US,US-NE,
Syracuse Hospital Heliport,1120.0,US,US-NE,
Franklin County Memorial Hospital Heliport,1950.0,US,US-NE,
Newman Airport,3525.0,US,US-NE,
Frager Field,1765.0,US,US-NE,
Leinsing Heliport,10.0,US,US-NH,
Atlantic City Medical Center Heliport,82.0,US,US-NJ,
Berkeley Township Police Heliport,54.0,US,US-NJ,
Ballymere Heliport,280.0,US,US-NJ,
Mount Holly Heliport,45.0,US,US-NJ,
Weichert Headquarters Heliport,103.0,US,US-NJ,
Fla-Net Airport,1040.0,US,US-NJ,
Dix Field,8.0,US,US-NJ,
Essex Generating Station Heliport,8.0,US,US-NJ,
Port Newark Helistop,10.0,US,US-NJ,
Jersey Tpke New Brunswick Helistop,70.0,US,US-NJ,
Berdick Field,1690.0,US,US-NY,
Spring Brook Airport,450.0,US,US-NY,
Westwind Farm Airport,800.0,US,US-NY,
Seven Gullies Airport,600.0,US,US-NY,
Nassau University Medical Center Heliport,80.0,US,US-NY,
Mid-Hudson Helicopter Service Heliport,270.0,US,US-NY,
Lapeer Flyer Airport,1280.0,US,US-NY,
King Street Heliport,470.0,US,US-NY,
Rocky Reef Farm Airport,450.0,US,US-NY,
Lakeview Airport,1050.0,US,US-NY,
Columbus Airport,4024.0,US,US-NM,
Negrito Airstrip,8143.0,US,US-NM,
Summerlin Medical Center Heliport,2745.0,US,US-NV,
Bennetts Airport,1040.0,US,US-NY,
Russell Field,260.0,US,US-NY,
Amar Heliport,507.0,US,US-NY,
Kermizian Airport,1440.0,US,US-NY,
Bridgeview Heliport,133.0,US,US-NY,
State Police Troop D Heliport,507.0,US,US-NY,
New York State Police Troop E Zone 2 Auburn Heliport,600.0,US,US-NY,
Murphys Landing Strip,940.0,US,US-NY,
Wenskoski Field,800.0,US,US-NY,
San Luis Reservoir Seaplane Base,544.0,US,US-CA,
Corning Municipal Airport,292.0,US,US-CA,
Ward Field,356.0,US,US-CA,
"Cleveland Clinic, Medina Hospital Heliport",983.0,US,US-OH,
Cirino Heliport,1250.0,US,US-OH,
Jenkins Field,1080.0,US,US-OH,
Hamilton County Sheriff's Patrol Heliport,865.0,US,US-OH,
Upper Valley Medical Center Heliport,867.0,US,US-OH,
Fry Field,775.0,US,US-OH,
Apple Airport,1000.0,US,US-OH,
Fry Airport,900.0,US,US-OH,
Parknavy Airport,943.0,US,US-OH,
Foltz Heliport,1012.0,US,US-OH,
Autolite Heliport,759.0,US,US-OH,
Unger Field,940.0,US,US-OH,
Galloway Airport,643.0,US,US-OH,
Salt Box Airport,1250.0,US,US-OH,
Victor's Landing Airport,860.0,US,US-OH,
Hidden Quarry Airport,830.0,US,US-OH,
Edmond Airport,1169.0,US,US-OK,
Mckey Airport,1056.0,US,US-OK,
Parkview Hospital Heliport,1349.0,US,US-OK,
McKinley Ranch Airport,1420.0,US,US-OK,
Rock Creek Farm Airport,730.0,US,US-OK,
Chappell Airport,1070.0,US,US-OK,
Ellis/Harvey Airport,1220.0,US,US-OK,
Shattuck Hospital Heliport,2200.0,US,US-OK,
Cade's Airport,1140.0,US,US-OK,
Crystal Airport,1016.0,US,US-OK,
Providence Hospital Heliport,1350.0,US,US-OR,
Hendershots Heliport,1200.0,US,US-OR,
Long Ranch Airport,4090.0,US,US-OR,
Round Butte Heliport,2125.0,US,US-OR,
East Oregon Cattle Company Airport,1345.0,US,US-OR,
Rome Service Airport,3387.0,US,US-OR,
Marr Field,275.0,US,US-OR,
Sutton on Rogue Airport,1260.0,US,US-OR,
Hanel Field,1626.0,US,US-OR,
Valley Forge Bicentennial Heliport,260.0,US,US-PA,
Van Pak Airport,2213.0,US,US-KS,
Shoestring Aviation Airfield,1000.0,US,US-PA,
Philadelphia Gliderport,670.0,US,US-PA,
Phoenix Technologies Heliport,252.0,US,US-PA,
Haunstein Ultralightport,600.0,US,US-PA,
Robbins Farm Airport,1207.0,US,US-PA,
Ecko Field,380.0,US,US-PA,
Fisher Airport,1500.0,US,US-PA,
Hostetler Airport,760.0,US,US-PA,
Linvill Airport,180.0,US,US-PA,
Geisinger Community Medical Center Heliport,508.0,US,US-PA,
Carson Heliport,415.0,US,US-PA,
Fletcher Airport,1335.0,US,US-PA,
Pete's Water Landing Seaplane Base,757.0,US,US-PA,
Flying Acres Airport,1247.0,US,US-PA,
Wyeth-Ayerst Nr Heliport,186.0,US,US-PA,
Kitner Airport,960.0,US,US-PA,
Nichols Airport,1761.0,US,US-PA,
Memmi Airport,1138.0,US,US-PA,
Drillmore Acres Airport,680.0,US,US-PA,
Shriver Airport,1560.0,US,US-PA,
Paul Personal Use Airport,1645.0,US,US-PA,
Frederick Airpark,1560.0,US,US-PA,
Mc Crory Stores Heliport,420.0,US,US-PA,
Marian Heliport,1285.0,US,US-PA,
Carsonville Airport,800.0,US,US-PA,
Old Orchard Airport,1980.0,US,US-PA,
Used Parts Heliport,660.0,US,US-PA,
Herbst Heliport,485.0,US,US-PA,
Harman Airport,720.0,US,US-PA,
Bayfront Garage Heliport,1130.0,US,US-PA,
Jefferson Health Bucks County Campus Heliport,141.0,US,US-PA,
Sonoma Valley Airport,10.0,US,US-CA,
Selma Airport,305.0,US,US-CA,
Shingletown Airport,3880.0,US,US-CA,
Sonoma Skypark Airport,20.0,US,US-CA,
Lincoln Municipal Airport,940.0,US,US-MO,
The Red River Airport,177.0,US,US-LA,
Plainville Airpark,2182.0,US,US-KS,
Meadow Creek USFS Airport,3984.0,US,US-MT,
Stockton Municipal Airport,1973.0,US,US-KS,
Nez Perce Municipal Airport,3201.0,US,US-ID,
Lenling Airport,2142.0,US,US-SD,
Lodi Airport,1200.0,US,US-SD,
Prairie Lakes West Heliport,1799.0,US,US-SD,
Bledsoe Ranch Airport,2872.0,US,US-SD,
Brookview Manor Heliport,1670.0,US,US-SD,
The Fort Heliport,5800.0,US,US-SD,
Oasis Ranch Airport,2580.0,US,US-SD,
Porch Ranch Airport,2775.0,US,US-SD,
Juhnke Airport,1900.0,US,US-SD,
Crazy Horse Heliport,5900.0,US,US-SD,
Ira Biffle Airfield,421.0,US,US-MO,
Kittyhawk Airport,700.0,US,US-TX,
HCA Houston Healthcare Mainland Heliport,16.0,US,US-TX,
Buddy Harmel Airport,3552.0,US,US-TX,
Smith Farms Airport,3487.0,US,US-TX,
Tate Ranch Airport,2650.0,US,US-TX,
Erco Field,395.0,US,US-TX,
Metro Heli-Pad Heliport,57.0,US,US-TX,
Arco Ingleside Shorebase Heliport,20.0,US,US-TX,
Alta Vista Ranch Airport,4702.0,US,US-TX,
Womack Plantation Airport,410.0,US,US-TX,
Houston Oil & Minerals Port Bolivar Nr 2 Heliport,8.0,US,US-TX,
Robertson Ranch Airport,1663.0,US,US-TX,
Christus Spohn Hospital Memorial Heliport,38.0,US,US-TX,
Bell Helicopter Hurst Heliport,524.0,US,US-TX,
Buzz Field,2614.0,US,US-TX,
Hilltop Lakes Airport,501.0,US,US-TX,
